dae	167	3406	 daer 	 daet 	 daerenboven 
dat	50	3355	 dat 	 dato 	 soldaten 
 na	223	3258	 nae 	 naer 	 natie 
nge	776	3184	 dancksegginge 	 aengenomen 	 achtinge 
rt 	796	3173	 gediscoureert 	 antwoort 	 begeert 
ant	424	3156	 gesanten 	 antwoort 	 stant 
 sy	40	3070	 syner 	 sylieden 	 syne 
ie 	400	3059	 legatie 	 substantie 	 assistentie 
 on	536	3055	 onse 	 onder 	 onser 
at 	82	3023	 dat 	 staat 	 wat 
ken	643	2994	 schicken 	 geraken 	 verlrocken 
ste	631	2980	 lasten 	 assisteeren 	 presteren 
men	401	2956	 contentement 	 aengenomen 	 opclimmende 
sen	456	2850	 lesen 	 portugiesen 	 nederlantsen 
com	297	2825	 commissaris 	 comp 	 combineren 
ond	386	2817	 onder 	 sonder 	 verliondt 
nae	150	2794	 nae 	 naer 	 (nae 
 op	210	2776	 op 	 oppercoopman 	 opclimmende 
ese	319	2762	 lesen 	 deser 	 toegeseyt 
 ae	263	2737	 aengenomen 	 aengetogen 	 aende 
gel	400	2717	 gelegentheyt 	 geladen 	 gelandt 
yn 	115	2699	 zyn 	 concubyn 	 syn 
yck	661	2689	 vriendelyck 	 vastelyck 	 rycke 
el 	346	2688	 veel 	 middel 	 reael 
in 	79	2676	 in 	 atchin 	 alchin 
len	455	2672	 principalen 	 sullen 	 johorilen 
syn	41	2658	 syner 	 syne 	 (synen 
yt 	399	2645	 gelegentheyt 	 tyt 	 toegeseyt 
ch 	295	2624	 zich 	 noch 	 sich 
rde	430	2566	 vermaerde 	 geconcipieerde 	 geprepareerde 
ent	459	2522	 gelegentheyt 	 contentement 	 bharent 
 di	189	2471	 ditto 	 die 	 dient 
eck	410	2463	 gemaeckte 	 oirsaecke 	 seecker 
ges	490	2445	 gesanten 	 toegeseyt 	 geschieden 
ing	675	2429	 dancksegginge 	 tingangh 	 tydingh 
 do	162	2429	 door 	 doen 	 dooden 
con	301	2428	 contentement 	 conincx 	 coninck 
ht 	370	2404	 versocht 	 jacht 	 brenght 
rs 	339	2398	 immers 	 gouverneurs 	 meesters 
ens	432	2375	 spaenschen 	 doorgaens 	 meulens 
lyc	571	2336	 vriendelyck 	 vastelyck 	 bedenckelyck 
ven	292	2311	 brieven 	 verbleven 	 daerenboven 
die	173	2301	 die 	 dient 	 subsidien 
ge 	444	2273	 ootmoedige 	 dancksegginge 	 wantrouwige 
ege	385	2267	 gelegentheyt 	 toegeseyt 	 begeert 
 to	247	2248	 toegeseyt 	 tot 	 tol 
soo	69	2233	 soodanigen 	 persoon 	 soo 
als	60	2212	 (als 	 als 	 valsche 
or 	61	2208	 voor 	 door 	 n^yoor 
se 	348	2208	 onse 	 dese 	 vreese 
gh 	530	2203	 eerbiedigh 	 tingangh 	 tydingh 
oud	131	2190	 soude 	 opgehouden 	 huyshouden 
ach	338	2152	 jacht 	 bemachtigen 	 achtinge 
had	46	2145	 hadden 	 hadde 	 gehad 
nen	318	2145	 preminenlien 	 (synen 	 binnen 
op 	35	2144	 op 	 loop 	 daerop 
erd	433	2139	 vermaerde 	 geconcipieerde 	 geprepareerde 
ude	128	2132	 soude 	 opgehouden 	 huyshouden 
 go	224	2127	 goet 	 gouverneurs 	 gouverneur 
man	234	2070	 oppercoopman 	 wichtmans 	 priaman 
 re	317	2064	 reede 	 reden 	 redresseren 
och	152	2053	 versocht 	 nochte 	 mochten 
 se	221	2049	 secunda 	 seer 	 selver 
nie	102	2040	 niet 	 vernielight 	 genieten 
uyt	283	2027	 fluytschip 	 buyten 	 uytierste 
iet	89	2013	 niet 	 genieten 	 schietende 
ns 	342	1986	 wichtmans 	 grraans 	 doorgaens 
ls 	129	1973	 (als 	 als 	 herrewaerls 
eed	192	1959	 reede 	 vreede 	 bevreedingh 
as 	134	1953	 was 	 malaccas 	 sumalras 
 la	277	1946	 landen 	 lamboe 	 lasten 
ang	409	1943	 bangry 	 tingangh 	 erlangen 
ngh	441	1938	 tingangh 	 brenght 	 tydingh 
 ja	136	1914	 jacht 	 jan 	 ja 
ont	317	1907	 contentement 	 monterende 	 verbont 
lle	252	1907	 sullen 	 alleen 	 ihollen 
ter	417	1905	 ter 	 monterende 	 presteren 
 ni	58	1883	 niet 	 nieuwe 	 niettegenstaende 
d' 	1	1856	 d' 
 d'	1	1856	 d' 
ot 	78	1843	 pistoolschoot 	 tot 	 (tot 
che	447	1834	 despecheren 	 gescheyden 	 nederlanfsche 
lan	308	1825	 landen 	 d*eylanden 	 gelandt 
ene	342	1810	 genegotieert 	 genegen 	 gedaene 
dde	61	1806	 hadden 	 middel 	 bemiddelen 
re 	196	1805	 hare 	 meerdere 	 andere 
eve	209	1800	 brieven 	 verbleven 	 gelevert 
est	365	1789	 westcust 	 presteren 	 concpiesten 
ve 	96	1786	 deselve 	 successive 	 aencleve 
mae	149	1766	 maen 	 maer 	 gemaeckte 
wae	191	1765	 waer 	 herrewaerts 	 waeromme 
des	124	1756	 deser 	 despecheren 	 des 
ely	415	1751	 vriendelyck 	 vastelyck 	 bedenckelyck 
 pa	308	1741	 partye 	 panghlymas 	 panglima 
 st	240	1713	 stant 	 staét 	 stephanus 
lve	108	1700	 selver 	 deselve 	 weshalven 
sou	87	1692	 soude 	 souden 	 sou 
sel	168	1677	 selver 	 deselve 	 beseltinge 
 sc	316	1670	 schatten 	 schicken 	 schrift 
ome	157	1660	 aengenomen 	 opgenomen 	 becomen 
add	31	1658	 hadden 	 hadde 	 fiadden 
 ca	354	1655	 campher 	 canonschoot 	 capileyn 
was	38	1649	 was 	 sawasse 	 gewassen 
ove	251	1646	 over 	 verovert 	 daerenboven 
oo 	18	1587	 soo 	 vyfligh,soo 	 alsoo 
ae 	22	1561	 nae 	 (nae 	 jae 
nck	208	1554	 dancksegginge 	 coninck 	 bedenckelyck 
ade	172	1541	 geladen 	 invaderen 	 volladen 
ele	350	1532	 gelegentheyt 	 gelegert 	 beleydinge 
ich	398	1519	 wichtmans 	 zich 	 sich 
st 	181	1509	 ballast 	 westcust 	 last 
ien	322	1505	 vriendelyck 	 speculatien 	 preminenlien 
 an	98	1502	 antwoort 	 ander 	 andere 
pen	284	1501	 geworpen 	 diamant-pendanten 	 coppen 
nne	181	1490	 hunner 	 daerinne 	 geordonneert 
mee	175	1490	 meer 	 meerdere 	 meere 
ier	234	1454	 hier 	 wierl 	 fieren 
are	155	1444	 hare 	 bharent 	 waren 
't 	11	1439	 't 	 van't 	 nae't 
 't	1	1421	 't 
 mo	212	1417	 monterende 	 mochten 	 motie 
es 	222	1414	 des 	 portugees 	 alles 
hte	237	1402	 nochte 	 mochten 	 verwachten 
 om	52	1400	 om 	 omtrent 	 omme 
elv	61	1396	 selver 	 deselve 	 selven 
 uy	190	1395	 uyl 	 uytierste 	 uyt 
ne 	197	1390	 zyne 	 gedane 	 gedaene 
ige	280	1389	 soodanigen 	 ootmoedige 	 bemachtigen 
het	29	1385	 het 	 hetgeen 	 hetselve 
ale	162	1380	 principalen 	 liberale 	 realen 
ts 	187	1361	 herrewaerts 	 alreets 	 westcusts 
ger	393	1359	 gelegert 	 weygeringh 	 gereduceerl 
eme	222	1353	 contentement 	 contentemenle 	 gemelte 
tot	8	1343	 tot 	 (tot 	 gestoten 
 ho	229	1340	 hoogh 	 hooghslen 	 hoorden 
ord	172	1337	 vorderen 	 geordonneert 	 worden 
lee	236	1319	 gecapleerl 	 alleen 	 verleende 
ort	241	1303	 antwoort 	 sanivoort 	 portugiesen 
wel	111	1295	 welcke 	 welck 	 wel 
le 	239	1289	 conquesle 	 liberale 	 accommodabelsle 
ors	127	1285	 voorstadt 	 voorspoedige 	 johorsen 
eni	172	1274	 eenige 	 genieten 	 voldoeningh 
om 	50	1272	 om 	 wederom 	 daerom 
all	162	1268	 ballast 	 alleen 	 alles 
 ba	234	1258	 bangry 	 ballast 	 barus 
eco	191	1257	 geconcipieerde 	 gecorl 	 gecorumpeert 
oot	176	1254	 ootmoedige 	 pistoolschoot 	 grooten 
nse	131	1253	 onse 	 alchinse 	 onser 
yde	208	1252	 gescheyden 	 wyderingh 	 tydelyck 
chi	171	1249	 geschieden 	 fluytschip 	 atchin 
wee	104	1244	 juweelen 	 tweede 	 twee 
erl	341	1223	 nederlantsen 	 verliondt 	 gecapleerl 
elt	204	1217	 gedeelte 	 hielt 	 gemelte 
tie	313	1209	 genegotieert 	 legatie 	 substantie 
 su	151	1198	 sumatra 	 substantie 	 sulcx 
 sa	178	1184	 sayer 	 sanivoort 	 sal 
nig	80	1176	 soodanigen 	 eenige 	 weynigh 
ees	166	1175	 vreese 	 meesters 	 portugees 
gev	193	1174	 gevolge 	 gevonden 	 gevent 
ree	308	1167	 gediscoureert 	 reede 	 vreese 
per	189	1163	 peper 	 oppercoopman 	 persoon 
ben	98	1162	 hebben 	 beneden 	 hebbende 
eng	189	1161	 brenght 	 aengenomen 	 aengetogen 
 wi	97	1149	 wichtmans 	 wierl 	 wierden 
ons	132	1149	 onse 	 onser 	 onstuymigh 
eel	158	1148	 veel 	 inbeeldende 	 gedeelte 
ock	103	1145	 oock 	 verlrocken 	 cock 
sta	213	1144	 voorstadt 	 stant 	 substantie 
eyn	119	1139	 meyninge 	 weynigh 	 eynde 
era	255	1131	 geraken 	 liberale 	 generael 
 oo	83	1130	 ootmoedige 	 oock 	 oorloge 
eyt	336	1121	 gelegentheyt 	 toegeseyt 	 iholsvryheyt 
hee	143	1107	 heeft 	 heer 	 scheen 
tre	127	1106	 treek 	 omtrent 	 getreden 
gem	123	1104	 gemaeckte 	 gemelte 	 gemandt 
gee	137	1103	 begeert 	 geen 	 geaffligeert 
oop	150	1103	 oppercoopman 	 coopman 	 loop 
 mi	115	1097	 misnoegende 	 minder 	 mishaeght 
bbe	45	1097	 hebben 	 hebbende 	 schobbejacken 
 hu	68	1093	 hunner 	 hun 	 hulpe 
ke 	212	1091	 rycke 	 oirsaecke 	 welcke 
nin	112	1088	 conincx 	 coninck 	 verclyninge 
heb	29	1086	 hebben 	 hebbende 	 hebt 
inc	124	1079	 princen 	 principalen 	 conincx 
ebb	33	1079	 hebben 	 hebbende 	 hebbe 
ael	223	1078	 rycxdaelder 	 reael 	 eenmael 
erc	228	1072	 oppercoopman 	 verclaert 	 verclyninge 
 by	47	1063	 by 	 byloopers 	 byleggende 
roo	149	1056	 rooven 	 groolen 	 malroose 
by 	18	1054	 by 	 (by 	 'by 
 pr	211	1047	 princen 	 principalen 	 priaman 
oen	116	1045	 doen 	 voldoeningh 	 doenders 
aet	202	1042	 raet 	 daet 	 slaet 
vol	127	1019	 volgende 	 vol 	 gevolge 
ela	153	1013	 geladen 	 gelandt 	 belalen 
oni	121	1010	 conincx 	 coninck 	 *sconincx 
wer	104	1010	 werden 	 facetwerck 	 wercken 
son	135	1007	 sonder 	 opgesonden 	 gesonden 
omm	147	1005	 commissaris 	 waeromme 	 accommodabelsle 
ooc	73	1001	 oock 	 hooch 	 aengesproocken 
 no	117	998	 nochte 	 noch 	 noodige 
 cl	113	997	 cleyn 	 cleynoilien 	 cleyne 
 ov	163	973	 over 	 overleden 	 overvloet 
 gr	108	970	 grissee 	 groeten 	 grraans 
doo	89	970	 door 	 dooden 	 doorgaens 
rae	232	962	 raet 	 generael 	 liberael 
ind	128	961	 minder 	 indrapoura 	 inde 
 ga	210	947	 gantsch 	 gaen 	 gantsche 
rec	162	945	 verlrecken 	 directie 	 verrechtinge 
aec	168	935	 gemaeckte 	 oirsaecke 	 draeck 
ete	177	934	 groeten 	 genieten 	 weten 
age	135	928	 lagen 	 dagelycx 	 overslagen 
 pe	136	926	 peper 	 persoon 	 periculeusen 
omp	110	923	 comp 	 compsle 	 comptoirs 
vee	87	922	 veel 	 gearriveert 	 ongeveer 
al 	55	917	 sal 	 dal 	 uytval 
hey	267	916	 gelegentheyt 	 gescheyden 	 gehoorsaemheyl 
del	204	915	 vriendelyck 	 middel 	 bemiddelen 
 ne	137	912	 nederlantsen 	 nederlanfsche 	 negolie 
eur	89	911	 faveur 	 gouverneurs 	 gouverneur 
cle	78	907	 cleyn 	 cleynoilien 	 cleyne 
ast	113	906	 lasten 	 ballast 	 vastelyck 
ys 	99	906	 rys 	 prys 	 advys 
war	41	903	 waren 	 verwart 	 ware 
res	191	903	 presteren 	 redresseren 	 residenten 
dt 	149	890	 gelandt 	 voorstadt 	 landt 
 e 	1	887	 e 
ate	145	883	 ambassaten 	 naergelaten 	 water 
 of	31	883	 off 	 offle 	 ofte 
tee	282	880	 assisteeren 	 protecteeren 	 gesteecken 
hoo	226	879	 pistoolschoot 	 bethoont 	 hoogh 
mit	51	878	 mitsgaders 	 gecommitteerde 	 gecommitteerde^heeren 
see	131	872	 grissee 	 adviseert 	 excuseert 
ff 	85	870	 brieff 	 off 	 aff 
is 	103	867	 commissaris 	 is 	 "is 
 br	123	864	 brieven 	 brenght 	 brieff 
gro	78	857	 groeten 	 grol 	 groolen 
nti	151	851	 substantie 	 assistentie 	 aliantie 
hou	143	848	 opgehouden 	 thouen 	 huyshouden 
lck	81	845	 welcke 	 welck 	 welcken 
lae	197	841	 verclaert 	 slaet 	 laetste 
gou	62	841	 gouverneurs 	 gouverneur 	 jangounauvoan 
coo	78	839	 oppercoopman 	 coopman 	 coopmanschappen 
rne	61	838	 gouverneurs 	 gouverneur 	 gouvernement 
its	38	838	 mitsgaders 	 alitsgaders 	 vermits 
ass	217	837	 assisteeren 	 assistentie 	 ambassaten 
ero	135	834	 verovert 	 prerogaliven 	 waeromme 
hun	15	832	 hunner 	 hun 	 hunne 
lda	25	830	 aldaer 	 soldaten 	 solda 
on 	151	826	 persoon 	 symon 	 (alsschoon 
gew	130	826	 geworpen 	 geweest 	 geworden 
tin	157	823	 tingangh 	 achtinge 	 affcortinge 
nte	232	822	 gesanten 	 contentement 	 monterende 
ern	83	821	 vernielight 	 gouverneurs 	 gouverneur 
ran	217	820	 orangkaya 	 orangkays 	 brant 
tae	127	820	 bestaende 	 staende 	 verstaen 
mel	100	818	 onbeschamelyck 	 gemelte 	 gemelten 
rsc	115	814	 verschenen 	 diversche 	 johorsche 
ur 	56	813	 faveur 	 gouverneur 	 successeur 
par	96	808	 partye 	 geprepareerde 	 parthye 
tan	162	804	 stant 	 substantie 	 onverstandigh 
toe	164	802	 toegeseyt 	 daertoe 	 rechttoe 
 vr	158	797	 vriendelyck 	 vreese 	 vrunischap 
hae	104	796	 haer 	 bhaer 	 mishaeght 
ote	106	796	 protecteeren 	 grooten 	 vlote 
nee	229	793	 geordonneert 	 gedetineerden 	 geordonneerden 
ynd	41	791	 zynde 	 eynde 	 (zynde 
tel	203	788	 vastelyck 	 schriftelycke 	 cortelyck 
art	111	781	 partye 	 parthye 	 verwart 
cha	194	781	 schatten 	 vrunischap 	 onbeschamelyck 
yne	100	780	 syner 	 zyne 	 zyner 
ker	171	779	 seecker 	 mardyckers 	 kerck 
lt 	186	775	 hielt 	 gestelt 	 velt 
gec	150	773	 geconcipieerde 	 gecapleerl 	 gecregen 
ech	191	771	 despecheren 	 genoechsame 	 gepleecht 
 ch	122	771	 champher 	 chryghsmacht 	 chaloupen 
yse	80	771	 ysere 	 duysent 	 yser 
sul	40	769	 sulcx 	 sullen 	 sultan 
 2 	1	769	 2 
oft	26	769	 ofte 	 opperhooft 	 (ofte 
chr	111	766	 schrift 	 schriftelycke 	 chryghsmacht 
 bo	212	764	 bootjen 	 bontemps 	 boomen 
ckt	149	759	 gemaeckte 	 vuylesieckte 	 verryckt 
ets	128	757	 alreets 	 laetste 	 musqüets 
erm	127	755	 vermaerde 	 waermede 	 vermoeyt 
am 	93	753	 nelmonam 	 bantam 	 siam 
ppe	94	747	 oppercoopman 	 opperhooft 	 coppen 
geb	189	745	 gebruyckcn 	 gebracht 	 gebelh 
sse	228	736	 grissee 	 redresseren 	 successeur 
rac	166	734	 krack 	 gebracht 	 trachten 
rea	21	732	 realen 	 reacl 	 reael 
rie	133	730	 brieven 	 vriendelyck 	 brieff 
goe	62	729	 goet 	 goederen 	 goede 
 si	160	728	 sich 	 sibederadia 	 situatie 
tte	209	724	 schatten 	 facetten 	 musquetteryen 
ewe	94	722	 beweghen 	 alhoewel 	 dewelcke 
rso	74	719	 versocht 	 persoon 	 versoeckende 
fte	32	717	 ofte 	 schriftelycke 	 (ofte 
em 	63	716	 hem 	 salem 	 alem 
ick	93	714	 schicken 	 ick 	 voick 
ft 	66	708	 heeft 	 schrift 	 blyft 
ald	30	708	 aldaer 	 alderhande 	 aldien 
lie	186	698	 sylieden 	 preminenlien 	 firmalie 
eal	15	698	 realen 	 selveals 	 gealtereert 
eso	112	698	 opgesonden 	 gesonden 	 resolutie 
han	170	696	 stephanus 	 overhandight 	 handt 
rin	176	695	 princen 	 principalen 	 weygeringh 
ban	116	693	 bangry 	 bandanesen 	 bant 
 qu	111	691	 queda 	 quamen 	 queen 
rtr	43	690	 vertreck 	 vertreckt 	 vertreckeu 
cx 	45	689	 conincx 	 sulcx 	 zulcx 
oe 	49	686	 lamboe 	 daertoe 	 rechttoe 
ans	114	682	 wichtmans 	 grraans 	 translatie 
nta	60	682	 bantam 	 contant 	 bantams 
rys	39	681	 rys 	 prys 	 ryslast 
00 	91	679	 600 	 200 	 500 
oed	114	677	 ootmoedige 	 voorspoedige 	 goederen 
un 	12	676	 hun 	 (hun 	 bun 
mme	126	671	 opclimmende 	 immers 	 waeromme 
esc	161	670	 geschieden 	 gescheyden 	 onbeschamelyck 
mp 	20	670	 comp 	 romp 	 gomp 
qua	97	668	 delinquanlen 	 quamen 	 bequamen 
 ry	44	667	 rys 	 rycke 	 rycxdaelder 
doe	51	666	 doen 	 voldoeningh 	 doeken 
epe	74	665	 peper 	 l}eper 	 schepen 
dan	93	664	 soodanigen 	 dancksegginge 	 gedane 
voe	91	664	 voeren 	 gevoelen 	 voegen 
rst	148	662	 voorstadt 	 onverstandigh 	 eerst 
ley	131	662	 beleydinge 	 cleyn 	 cleynoilien 
int	94	660	 intermissie 	 integendeel 	 int 
sie	128	658	 versien 	 vuylesieckte 	 occasie 
noc	31	655	 nochte 	 noch 	 alsnoch 
ged	173	653	 gediscoureert 	 gedane 	 gedeelte 
out	135	652	 hout 	 zout 	 sout 
mac	113	648	 bemachtigen 	 chryghsmacht 	 macht 
kt 	111	648	 verryckt 	 denckt 	 versterckt 
tra	151	642	 sumatra 	 contrarie 	 administralie 
eff	84	640	 brieff 	 dieffelyck 	 vergeeffs 
igh	235	639	 eerbiedigh 	 vernielight 	 gunstigh 
uve	41	639	 gouverneurs 	 gouverneur 	 gouverno 
lte	63	637	 gedeelte 	 gemelte 	 gemelten 
nts	154	637	 nederlantsen 	 gantsch 	 gantsche 
oet	114	631	 goet 	 groeten 	 overvloet 
pan	104	628	 panghlymas 	 panglima 	 pannassy 
erw	127	627	 verwachten 	 verwildert 	 verwart 
ouv	41	627	 gouverneurs 	 gouverneur 	 gouverno 
bes	201	625	 onbeschamelyck 	 besils 	 bestaende 
ong	216	625	 ongeveer 	 tonganse 	 ongetwyffelt 
rge	185	623	 sorgende 	 naergelaten 	 vergeeffs 
eri	209	623	 weygeringh 	 wyderingh 	 haperingh 
 jo	76	621	 johor 	 johoriten 	 johorit 
eec	140	621	 seecker 	 leecq 	 gepleecht 
tse	100	620	 nederlantsen 	 gantse 	 nederlantse 
oon	116	616	 persoon 	 bethoont 	 gethoont 
uwe	123	614	 mistrouwen 	 juweelen 	 nieuwe 
to 	38	610	 ditto 	 dato 	 cento 
me 	79	605	 genoechsame 	 waeromme 	 omme 
gan	88	600	 tingangh 	 gantsch 	 gantsche 
ghs	118	598	 hooghslen 	 chryghsmacht 	 tinganghs 
ye 	55	597	 partye 	 waerdye 	 parthye 
oer	99	593	 voeren 	 voerende 	 uylvoerende 
ame	130	592	 genoechsame 	 mandamenlen 	 onbeschamelyck 
hen	106	590	 vaertuyghen 	 beweghen 	 spaenschen 
luy	96	590	 fluytschip 	 vaerluygen 	 luyen 
lde	146	589	 belooflde 	 inbeeldende 	 rycxdaelder 
mal	88	588	 malacca 	 malaccas 	 firmalie 
ser	127	586	 deser 	 redresseren 	 onser 
iss	117	586	 grissee 	 commissaris 	 intermissie 
 is	19	585	 is 	 isser 	 ist 
nga	93	583	 tingangh 	 tinganghs 	 tonganse 
neu	25	583	 gouverneurs 	 gouverneur 	 myneu 
 10	55	582	 10 	 10:8 	 100 
elc	61	578	 welcke 	 welck 	 welcken 
ber	152	577	 liberale 	 liberael 	 september 
 ta	148	575	 tale 	 tanden 	 talamba 
hie	66	574	 geschieden 	 hier 	 hielt 
 le	134	568	 lesen 	 legatie 	 leveren 
ive	63	567	 arriveren 	 prerogaliven 	 successive 
jac	34	566	 jacht 	 jacob 	 jachtden 
hin	75	565	 atchin 	 alchin 	 alchinse 
ssa	115	558	 commissaris 	 ambassaten 	 ambassadeur 
ut 	82	558	 hout 	 geschut 	 schut 
 po	101	555	 portugiesen 	 posten 	 portugees 
ntr	65	552	 contrarie 	 wantrouwige 	 ontrouw 
rck	125	548	 facetwerck 	 versterckt 	 wercken 
soe	69	548	 versoeckende 	 cargasoen 	 cargasoentje 
las	58	547	 lasten 	 ballast 	 last 
loo	165	546	 belooflde 	 loop 	 verloopen 
onn	73	543	 geordonneert 	 geordonneerden 	 connen 
rtu	48	541	 vaertuyghen 	 portugiesen 	 portugees 
sal	63	541	 sal 	 salvo 	 salem 
amb	109	540	 lamboe 	 ambassaten 	 ambassadeur 
apa	50	540	 laxamapa 	 japans 	 japara 
leg	83	536	 gelegentheyt 	 gelegert 	 legatie 
gad	35	535	 mitsgaders 	 alitsgaders 	 midtsgaders 
vae	107	533	 vaertuyghen 	 vaertuygen 	 javaense 
ite	122	531	 johoriten 	 capiteyn 	 capitein 
doc	16	529	 doch 	 achterdocht 	 docb 
 ey	45	526	 eynde 	 eylanden 	 eyscht 
hs 	78	525	 tinganghs 	 daeghs 	 oorloghs 
woo	86	524	 antwoort 	 antwoordende 	 geantwoort 
rev	50	523	 previlegien 	 gedreven 	 verdreven 
erh	150	522	 overhandight 	 opperhooft 	 metterhaest 
att	127	520	 schatten 	 battalie 	 batterye 
erv	126	520	 overvloet 	 overvloedigh 	 ondervraecht 
pre	131	519	 presteren 	 geprepareerde 	 preminenlien 
ebr	91	518	 gebruyckcn 	 gebracht 	 gebrandt 
 af	233	517	 affcortinge 	 affscheyt 	 aff 
ner	81	516	 hunner 	 syner 	 combineren 
por	92	516	 portugiesen 	 portugees 	 portugiese 
ack	149	515	 krack 	 schobbejacken 	 sawack 
els	140	515	 accommodabelsle 	 engelschen 	 generaels 
off	98	511	 off 	 offle 	 loff 
ine	134	510	 combineren 	 preminenlien 	 gedetineerden 
 bl	94	510	 blyft 	 blyvende 	 blancke 
pma	24	509	 oppercoopman 	 coopman 	 coopmanschappen 
opm	21	506	 oppercoopman 	 coopman 	 coopmanschappen 
 ro	125	505	 rooven 	 ront 	 ronden 
 ti	67	503	 tingangh 	 tico 	 ticou 
acc	102	503	 malacca 	 malaccas 	 accommodabelsle 
ssi	99	503	 assisteeren 	 assistentie 	 successive 
 ty	27	501	 tyt 	 tydingh 	 tydelyck 
ood	53	500	 soodanigen 	 dooden 	 noodige 
wes	64	500	 westcust 	 wesen 	 weshalven 
ala	105	500	 malacca 	 malaccas 	 malac^ca 
ndi	154	500	 onverslandigh 	 onverstandigh 	 overhandight 
lad	48	497	 geladen 	 ladingh 	 volladen 
ra 	122	497	 sumatra 	 indrapoura 	 endra 
hoe	63	496	 alhoewel 	 hoe 	 hoeffiens 
 ar	113	495	 arriveren 	 arrière 	 arbeyden 
anc	153	493	 dancksegginge 	 advance 	 blancke 
eyl	106	492	 d*eylanden 	 gehoorsaemheyl 	 heylighen 
sla	146	489	 slaet 	 onverslandigh 	 sladt 
wil	64	489	 verwildert 	 willemsz 	 willen 
ost	104	489	 posten 	 compostel 	 posture 
app	88	488	 apprehenlie 	 apparent 	 dapper 
uys	98	486	 huyshouden 	 huysvrouwe 	 duysent 
 my	19	486	 myn 	 myne 	 my 
ed 	39	485	 ed 	 d*ed 	 ued 
rts	64	485	 herrewaerts 	 derrewaerts 	 herberts 
inn	64	485	 daerinne 	 binnen 	 minne 
olg	47	484	 volgende 	 gevolge 	 aenvolgende 
sga	14	484	 mitsgaders 	 alitsgaders 	 midtsgaders 
 ra	140	483	 raet 	 raere 	 ragiepour 
ema	97	481	 bemachtigen 	 gemaeckte 	 gemandt 
dee	158	480	 gedeelte 	 valideeren 	 verdeelt 
evo	88	480	 gevolge 	 gevonden 	 bevonden 
aff	173	480	 affcortinge 	 geaffligeert 	 affscheyt 
tsg	10	480	 mitsgaders 	 alitsgaders 	 midtsgaders 
ato	31	479	 dato 	 aton 	 oulatou 
ia 	95	477	 sibederadia 	 india 	 batavia 
 lo	114	476	 lol 	 loop 	 logie 
 li	119	476	 liberale 	 liberael 	 licht 
nst	134	476	 gunstigh 	 instructie 	 onstuymigh 
cho	124	473	 pistoolschoot 	 (alsschoon 	 canonschoot 
