gram	#words	#occurrences	example1	example2	example3
├Ëng	4	9	Ëngelschen	Ëngelsen	Ëngelse
├140	3	9	1400	14000	140800
├omg	7	9	omgeseth	omgingen	omgebracht
├eod	1	9	eode
├cop┤	1	9	cop
├dus	5	9	dusverre	dusdanigh	dusdanigen
├aut	3	9	authóriteyt	authoriteyt	authorisatie
├Lel	9	9	Leliatle	Leliatte	Leliatla
├tae	4	9	taendrager	taelden	taeffel
├Got	5	9	Gota	Gotuaringa	Gotuaringe
├ist┤	1	9	ist
├fis	2	9	fiscael	fiscaels
├lon	3	9	lont	lonten	longys
├dad	6	9	dadelyck	dadelycke	dadenin
├Hey	5	9	Heyligen	Heydenen	Heylant
├Loe	2	9	Loehoe	Loehoes
├god	6	9	godtsdienst	godloos	godsdienst
├onn	5	9	onnutte	onnosele	onnosel
├fru	5	9	fruyten	frustreren	fruyt
├dar	5	9	dartigh	dardemael	darde
├hin	4	9	hinderlaegh	hinder	hinderlyck
├Ala	3	9	Alangh	Alangb	Alam
├Hou	7	9	Houlou	Houtcooper	Houtcoper
├vis┤	1	9	vis
├cau	7	9	causerende	causeren	cauwel
├yer	8	9	yertreckt	yercoopen	yersoeck
├nov	3	9	novo	nove	novos
├180┤	1	9	180
├say	3	9	saysoen	sayen	sayekeren
├woe	4	9	woegh	woelen	woelende
├Moe	5	9	Moerdyck	Moerkerck	Moeda
├est	3	9	estime	estimatie	estimeert
├Ins	6	9	Insgelycks	Insdonno	Insd
├voy	2	9	voyagie	voyagien
├Tsi	5	9	Tsiaja	Tsickingod	Tsickingo
├rus	6	9	rusten	rustingh	rustingen
├dil	6	9	diligentie	dilay	dilo
├Kel	3	9	Kelangh	Kelanangh	Kelanangli
├Ult	1	9	Ultimo
├FRA	2	9	FRATER	FRANCISCO
├Wer	2	9	Wert	Werve
├lop	3	9	lopende	lopens	lopen
├cav	7	9	caveren	cavillatien	cavalleros
├Vos┤	1	9	Vos
├alu	3	9	aluyn	aluin	aluyu
├Vic	3	9	Vicerey	Vicarius	Victoria
├Pae	1	9	Paets
├Has	8	9	Hasulipalnam	Hasulipatnam	Hasulipatnamse
├Nun	3	9	Nundicipaty	Nundicipatj	Nundicipati
├Hin	6	9	Hinoman	Hindostan	Hindon
├Pit	1	9	Pith
├ali	3	8	aliantie	alias	alie
├Syn	4	8	Syne	Synde	SynE
├Pla	2	8	Planter	Plas
├Rag	4	8	Ragiepour	Ragiapour	Ragiebach
├Kae	1	8	Kaertekoe
├pon	3	8	ponden	poneerde	pont
├ona	4	8	onaengesien	onachtsaemheyt	onaengename
├Ali	6	8	Alitsgaders	Alicouan	Alican
├fyn┤	1	8	fyn
├sty	4	8	styffsinnigen	styve	styff
├ley	3	8	leydende	leyt	leyden
├Ont	3	8	Ontfanger	Ontrent	Ontongh
├zey	4	8	zeylei	zeylen	zeyldoeck
├d*a	5	8	d*advance	d*ambassadeurs	d*advysen
├Ble	4	8	Bleven	Bleyswyck	Blesingh
├vog	5	8	vogel	vogelnestjes	vogelvellekens
├sli	6	8	slichlige	slimpste	slimmer
├Dod	4	8	Dodringen	Dodin^o	Dodinge
├hai	2	8	haiff	hair
├Hoe	4	8	Hoecum	Hoewel	Hoeveel
├lia	3	8	liadden	liadde	liaere
├Doc	1	8	Doch
├ghy	4	8	ghylieden	ghyse	ghyluyden
├loe	7	8	loesegginge	loecomen	loelangen
├Uyt┤	1	8	Uyt
├Huy	6	8	Huytterlyck	Huytsetten	Huytgelyt
├dus┤	1	8	dus
├Hve	4	8	Hverbaelde	Hverstercken	Hvertreck
├fla	7	8	flanckerende	flarden	flayt
├vou	1	8	vougen
├Cat	8	8	Catholyck	Catholycken	Catte
├equ	4	8	equipiagie	equipagie	equiperen
├Enc	2	8	Enckhuysen	Enchelle
├Gay	4	8	Gayb(d)o	Gaybobors	Gaybc^s
├Gho	2	8	Ghoromandel	Ghoromaudel
├Lom	4	8	Lombock	Lombocq	Lomboc
├rar	3	8	rarileyten	rare	rariteyten
├fam	4	8	fame	familiaer	familiariteyl
├Rot	2	8	Rotterdam	Rotche
├Esp	3	8	Esperance	Espcrance	Esperanca
├Suy	3	8	Suytv\ryck	Suytwyck	Suylvryck
├Rys	3	8	Rysviryck	Rysselse	Ryswyck
├Sol	4	8	Soldaten	Solor	Sollan
├gej	2	8	gejyck	gejaecht
├Sic	6	8	Sicalat	Sicri	Sicrj
├odi	2	8	odieuser	odieus
├gau	4	8	gauderen	gauwe	gauw
├cri	5	8	cris	cristal	crissen
├Jus	2	8	Justitie	Justus
├160┤	1	8	160
├exa	4	8	examinatie	examineren	examineert
├eld	2	8	elders	eldaer
├are	3	8	areecq	areca	arecas
├jus	2	8	justitie	justificeren
├bam	3	8	bamboese	bamboesen	bamboe
├Joc	5	8	Jocho	Jocksim	Jocthay
├Pin	5	8	Pinamba	Pinambers	Pinaniba
├wie┤	1	8	wie
├koe	6	8	koehuyden	koerende	koeyen
├Pre	4	8	Prescorneoc	Presbeschit	President
├Mai	5	8	Mair	Maire	Mai*dycker
├tel	5	8	tellen	telckens	telyck
├erv	4	8	ervarentheyt	ervarenlheyt	ervaren
├Bec	1	8	Becker
├ara	6	8	arac	arack	aracspannen
├Dom┤	1	8	Dom
├105┤	1	8	105
├lek┤	1	8	lek
├tes	5	8	tesenden	tesamen	testrycken
├g'e	7	8	g'extimeert	g'ey^Mïhte	g'estimeert
├pis	4	7	pistoolschoot	pistolen	pisangh
├Coo	4	7	Coopman	Cooper	CooUnan
├(va	2	7	(vande	(van
├(zy	2	7	(zynde	(zyude
├ava	6	7	avantguarde	avaucen	avancen
├amu	2	7	amunitie	amunilie
├son┤	1	7	son
├Ara	3	7	Arabische	Araboinse	Arabj
├sou┤	1	7	sou
├Gap┤	1	7	Gap
├abu	5	7	abuyselyck	abuys	abuysive
├bit	3	7	bittere	bitter	bitsgans
├130	5	7	13054:8:2	1300	130Q
├tey	3	7	teyeken	teycken	teyl
├Sec	3	7	Secretaris	Secoa	Sect
├due	5	7	duerder	duer	duerte
├pay	3	7	payement	pays	payen
├inn	6	7	innocente	innemen	inne
├Lin	7	7	Linooury	Linia	Linde
├byc	2	7	bycans	bycomen
├bya	1	7	byaldien
├Kit	4	7	Kitsil	Kitjil	Kitsanewy
├vcr	7	7	vcrstaen	vcreeringe	vcrmaert
├swe	6	7	sweere	swerven	sweer
├ani	5	7	animeeren	animeerden	animeren
├Tab	4	7	Tabbelola	Tabinalo	Tabakeeke
├epd	2	7	epde	epdelyck
├Ü.E	2	7	Ü.Ed	Ü.Etl
├byh	3	7	byhebbende	byhouden	byhebl)ende
├led	5	7	leder	ledigb	ledigh
├gol	5	7	golias	golff	gold
├pub	4	7	publycque	publycke	publiceeren
├Dur	4	7	Durramayo	Durramaya	Durromayo
├Loo	3	7	Loockj	Loockis	Loorluchtigen
├Jeg	2	7	Jegens	Jegenwoordich
├Ped	2	7	Pedro	Pedel
├wyf	4	7	wyfl	wyff	wyfiTkens
├oms	7	7	omselb	omslagh	omstandigheden
├d^o	6	7	d^onderstaeDde	d^onse	d^onderstaende
├Luy	2	7	Luytv^cq	Luytenant
├fug	4	7	fugityf	fugitiven	fugitive
├ade	5	7	adelborst	adel	adem
├Hie	4	7	Hier	Hieven	Hierop
├twa	2	7	twaelff	twachten
├900┤	1	7	900
├fus	1	7	fusten
├Cri	5	7	Crimbangh	Cristiaen	Cristum
├Chy	5	7	Chynesen	Chynnesen	Chynnese
├lig	3	7	lignea	liggende	liggen
├Jer	2	7	Jeronimusz	Jeremias
├ems	3	7	emstelyck	emstigh	emstich
├Gey	3	7	Geylon	Geyk>n	Geyrelmt
├Wit	2	7	Witten	With
├163	4	7	1633	1635	1639
├fas	5	7	fastidien	faschereyen	faster
├slx┤	1	7	slx
├Vel	4	7	Veloer	Velave	Velaco
├700	1	7	7000
├nim	2	7	nimmer	nimmermeer
├alc	6	7	alcatyven	alcatyvea	alcaltyff
├beo	5	7	beoosten	beooght	beoorlogen
├veh	3	7	vehementen	vehemente	vehement
├sme	7	7	smerten	smeltende	smeeren
├Vav	4	7	Vavourolangh	Vavorolangers	Vavorolangh
├gie	5	7	gierige	gierigheyt	gieten
├wev	2	7	wevers	wevinge
├Pec	2	7	Peco	Pecca
├All	3	7	Alle	Alles	Allegangh
├eud	1	7	eude
├Jed	1	7	Jedo
├bom	4	7	bomod	bomentiseeren	bomen
├Hay┤	1	7	Hay
├yge	1	7	ygelyck
├kle	3	7	kleyne	kleynen	kleeden
├wtg	7	7	wtgerust	wtgebreyt	wtgebreydt
├pol	5	7	politycquen	polten	politie
├tsi	6	7	tsia	tsioupous	tsio
├Soi	2	7	Soisa	Soir
├Dit	3	7	Ditto	Dito	Ditmarsen
├her┤	1	7	her
├Sel	3	7	Selandia	Sella	Selialj
├cee	1	7	ceer
├maj	3	7	major	majoors	majoor
├Cha	6	7	Champher	Champhar	Chappa
├sai	3	7	saisoens	sai*a9sen	saisoen
├Soe	4	7	Soetckau	Soerj	Soelongh
├Gno	7	7	Gnoflamanire	Gnoffirgnaros	GnofiBca
├Pya	2	7	Pyacha	PyachaenDodingo
├oot	4	6	ootmoedige	ootmoedelyck	ootmoet
├dom	6	6	dominatie	dommecrachten	domine
├fie	5	6	fieren	fieltachtige	fielten
├mot	4	6	motie	motiff	motyven
├(me	3	6	(met	(meest	(meer
├may	2	6	mayoor	mayor
├Sib	4	6	Sibederadia	Sibide	Sibideradja
├Ach	4	6	Achter	Achtervolgens	Achtbare
├elf	2	6	elff	elffden
├Vad	4	6	Vaderlandt	Vader	Vaderlant
├hef	6	6	hefligen	heftige	hefligh
├sny	2	6	snyt	snyden
├(te	2	6	(ten	(tegens
├Poe	5	6	Poerangara	Poelocera	Poetj
├yel	3	6	yelwes	yels	yellekens
├pli	2	6	plichtelyck	plicht
├Arn	2	6	Arnemuyden	Arnout
├(op┤	1	6	(op
├mil	6	6	milt	millioen	mils
├scl	6	6	scliïs	scliaersheyt	scliryvendc
├(on	5	6	(onder	(onaengesien	(oncundigh
├tly	1	6	tlyck
├ras	6	6	rasta	raseeren	rasenden
├abo	3	6	abondantie	aborderen	abondant
├duc	2	6	duchten	duchte
├opi	1	6	opinie
├bye	3	6	byeencompste	byeen	byeenbrengen
├soa	4	6	soasivos	soadeo	soas
├Bie	2	6	Bienone	Biema
├Jar	5	6	Jare	Jara	Jaren
├Wat┤	1	6	Wat
├omn	1	6	omnie
├Tac	2	6	Tacony	Tacomj
├Xul	2	6	Xulla	Xula
├(Go	4	6	(Goninck	(God	(Gode
├vau	3	6	vaude	vaut	vaurfew
├sat┤	1	6	sat
├obl	2	6	obligatie	obligatien
├Sit	5	6	Sithoy	Sittigam	Sitsick
├Bad	6	6	Baden	Badinj	Badulgamme
├eoo	2	6	eoopman	eoopluyden
├hum	3	6	humbelyck	humeur	humyl
├Dia	2	6	Diamant	Dias
├Seb	5	6	Sebideradia	Sebastian	Sebastiaen
├(in	3	6	(insonderheyt	(ingevalle	(indien
├nia	5	6	nialcander	niaken	niaer
├Mid	4	6	Middelburg	Middelburgh	Middelburch
├got	2	6	gotelingen	gotelingh
├sne	4	6	snelle	sneed	sneedich
├bep	4	6	bepaggert	beplant	beplanten
├rui	4	6	ruineren	ruinas	ruineus
├vnl	4	6	vnlden	vnllen	vnllende
├Oma┤	1	6	Oma
├maa	3	6	maanden	maacken	maar
├Ite	1	6	Item
├wal	3	6	wallen	walen	waler
├Vee	3	6	Veel	Veer	Veenhuysen
├Zuy	2	6	Zuytwyck	Zuytv^ck
├Kiv	3	6	Kivilh	Kivith	Kivit
├132	6	6	1327	13287	13294
├rie	4	6	rietsuycker	riet	rieden
├vil	5	6	vileyne	vilainien	vilipendyen
├Bla	6	6	Blacassar	Blaccauw	Blasulipatnam
├Kie	4	6	Kievith	Kiemon	Kievit
├gob	4	6	gobar	gobaers	gobars
├160	3	6	16000	1600	160084
├heu	6	6	heusselyck	heure	heugen
├Ada	1	6	Adam
├raf	3	6	raffineren	raffineerketels	raffineeren
├boa┤	1	6	boa
├sod	5	6	sodanigh	soddanige	sodanige
├101┤	1	6	101
├110	5	6	1100	110044	1107.19.8
├wyt┤	1	6	wyt
├Hag	2	6	Hage	Hagen
├voc	4	6	vocatie	vochticheyt	vochtige
├(we	5	6	(welck	(welcker	(welcke
├Jud	2	6	Judia	Juda
├oub	3	6	oubans	ouby	oubj
├afc	4	6	afcomen	afcortinge	afcopen
├Zon┤	1	6	Zon
├Coi	2	6	Coiras	Coihp
├Ame	5	6	Amenl	Amen	Amenies
├125┤	1	6	125
├gif	4	6	giflen	giftige	giften
├Pra	4	6	Pranicker	Prancois	Prabat
├Sie	3	6	Sierenarra	Sieph	Sied
├Maj	3	6	Majoor	Major	Majores
├ees	2	6	eesten	eestende
├170┤	1	6	170
├105	6	6	10545	1059	10588
├mas┤	1	6	mas
├pra┤	1	6	pra
├Rem	2	6	Remer	Remeer
├Ava┤	1	6	Ava
├Soa	2	6	Soas	Soasivos
├Mam	3	6	Mamale	Mamolia	Mamalou
├Ivi	1	6	Ivie
├Ang	2	6	Anger	Anglo
├112	5	5	1125	1120	1123340.18.13
├zic	1	5	zich
├(by┤	1	5	(by
├glo	4	5	glorieusen	glorieus	globes
├Cop	2	5	Coper	Coppen
├126	5	5	1263	126988	12672
├v^r	3	5	v^reder	v^ren	v^raeren
├Mag	4	5	Magaitcha	Magat	Magerman
├Goo	4	5	Gootsche	Goor	Gooper
├Aen┤	1	5	Aen
├Bid	3	5	Bidia	Bidie	Biday
├yan┤	1	5	yan
├bli	4	5	blixems-vuer	bliaer	blinde
├huw	2	5	huwelyck	huwelycx
├(be	4	5	(bestaende	(beneffens	(behalven
├pam	2	5	pampier	pampieren
├apa	3	5	aparenie	aparent	apart
├luc	2	5	lucht	lucbt
├Acc	3	5	Accoley	Accapaneyck	Accolay
├wyn	3	5	wynen	wyntinte	wyntint
├nau┤	1	5	nau
├opt	4	5	optreckingfa	optrecken	optineeren
├tit	3	5	titul	titel	tituleert
├Hga	5	5	Hganische	Hgaljot	Hgalliot
├Dit┤	1	5	Dit
├raa	4	5	raat	raaer	raaintimentos
├Mod	3	5	Modasar	Modliar	Modiphar
├BRI	4	5	BRIEFF	BRIEF	BRIËFF
├Ged	3	5	Geduyrende	Geduyrendo	Gedurende
├Gla	3	5	Glaesz	Glaes	Glaessen
├beu	2	5	beurt	beuselingen
├(he	2	5	(hebbende	(het
├zal┤	1	5	zal
├Wot	3	5	Wotton	Wottongh	Wotthon
├geu	5	5	geusurpeert	geuoegh	geuseerdt
├poo	2	5	poorten	poort
├op'	1	5	op't
├Fre	3	5	Frederick	Fredrick	Fremlingh
├opm	3	5	opmaeckten	opmaecken	opmaken
├ven┤	1	5	ven
├ves	2	5	vestinge	vestingh
├Yoo	3	5	Yoorburgh	Yoors	Yoorlingen
├myl┤	1	5	myl
├Gle	2	5	Gleyn	Gleen
├Clo	4	5	Clomp	Cloeck	Clouck
├Too	5	5	Toor	Toors	Toornoemt
├Pro	4	5	Providens	Prohadt	Probat
├lap	4	5	lapara	lappen	lapesarassen
├^de┤	1	5	^de
├Pee	2	5	Peera	Peeckel
├wit┤	1	5	wit
├bba	4	5	bbaeren	bbar	bbaer
├mir	5	5	miraculeuselyck	mirhe	miraculei
├Tex	1	5	Texel
├ISO┤	1	5	ISO
├fri	4	5	frivool	frivole	frivoUe
├Bom	4	5	Bomese	Bommel	Bomeo
├Tim	2	5	Timmerhout	Timor
├ses	5	5	sessie	sesten	seslien
├cay	4	5	cayman	caybossenaels	cayolacco
├Ebr	3	5	Ebrehem	Ebrebem	Ebrebems
├erg	2	5	ergens	erger
├Sta	3	5	Staende	Stadthouders	Staten
├coj	1	5	cojangh
├103	5	5	1030	103250	1032liO:16
├obs	4	5	obstakel	obstakulen	observantie
├Gos	2	5	Gosler	Goster
├Tru	4	5	Trunelavaes	Trunelevaes	Truncquenemale
├tyl┤	1	5	tyl
├360	2	5	36034	3600
├260┤	1	5	260
├Leo	2	5	Leonardo	Leonardosyn
├alo	2	5	alomme	alonime
├jou	3	5	journael	joucken	joughste
├fin	3	5	finael	finalyeken	finale
├Ros	2	5	Rosario	Rossenive
├290	3	5	2900	2905306	29092:13:9
├108	3	5	1080	1088150	108332
├sin┤	1	5	sin
├Cin	4	5	Cincocbajes	Cinga	Cingal
├bun	3	5	buns	bunne	bunnen
├Reg	2	5	Regemortes	Regenten
├Weg	1	5	Wegen
├iem	1	5	iemant
├Fer	4	5	Ferrero	Fernando	Fermosa
├Tel	2	5	Tellouw	Tello
├eom	3	5	eomste	eomen	eommandeur
├ner	1	5	nergens
├Sim	5	5	Simon	Simabara	Simelangan
├wyv	1	5	wyven
├uae	4	5	uaer	uaeste	uaementlyck
├azy	1	5	azyn
├Mah	3	5	Mahomet	Mahomettisten	Mahamoulia
├kel	3	5	kelder	kelensken	kelen
├rou┤	1	5	rou
├arm┤	1	5	arm
├Cog	3	5	Coggins	Coggens	Cogans
├cli	5	5	climaets	clingh	cliiauthars
├cuy	2	5	cuyt	cuyl
├Mer	2	5	Mera	Meraperpatj
├Ede	3	5	Edenbnrch	Edelen	Edele
├ènd	1	5	ènde
├Aro	2	5	Arou	Arouw
├Aga	4	5	Agarradia	Agaradia	Agarradja
├niy	4	5	niynder	niynen	niyn
├l)o	4	5	l)on	l)oven	l)osch
├His	3	5	Hispania	Hispanla	Hispangie
├cho	3	5	chom	choupös	chouwel
├Wad	1	5	Waddongh
├Dip	1	5	Dipa
├Puy	2	5	Puyt	Puyts
├Anc	1	5	Ancke
├E.E┤	1	5	E.E
├Roy	2	5	Royale	Royaele
├Fia	1	5	Fialho
├mét┤	1	4	mét
├(to	1	4	(tot
├hap	4	4	haperingh	haperinge	haperen
├Iho	4	4	Ihollen	Iholsvryheyt	Ihoorn
├del	4	4	delinquanlen	delict	delen
├vly	3	4	vlyt	vlytigb	vlytich
├d*E	2	4	d*Ed	d*Engelsche
├Dou	3	4	Doulet	Douta	Doutta
├eii	1	4	eiide
├bul	1	4	bulpe
├zyl	2	4	zylieden	zyluyden
├aan	4	4	aanbrengende	aangeslagen	aangenaem
├iVj┤	1	4	iVj
├Coc	3	4	Cock	Cocqmi	Cocq
├121	4	4	1211	12159	12146.3.2
├Cio	3	4	Cionincx	Cioninck	Ciomp
├ina	4	4	inaecken	inagasynen	inaer
├peu	2	4	peupelatie	peupleeren
├(ex	3	4	(extreme	(excepto	(except
├max	3	4	maxime	maxima	maximen
├key	2	4	keysteen	keyserlycke
├vdl	4	4	vdlde	vdllen	vdlle
├210	2	4	21060	2100
├Bue	1	4	Bueren
├Bes	3	4	Bessi	Besari	Besar
├Mos	4	4	Mossaffy	MossahaSy	MosabaiTy
├wic	4	4	wicrd	wichtige	wichtigh
├Uwe	2	4	Uwelck	Uwen
├Twe	2	4	Twee	Twelck
├Gee	3	4	Geest	Geen	Geertruyls
├ini	4	4	inisl	iniurien	iniungeeren
├ous	1	4	ouse
├Wie	4	4	Wierde	Wierden	Wiera
├ray┤	1	4	ray
├Ism	3	4	Ismayl	Ismaeyl	Ismael
├Boe	2	4	Boerany	Boera
├ge^	4	4	ge^yscht	ge^schappeert	ge^timeert
├vsr	3	4	vsraermede	vsrat	vsrierd
├Cru	2	4	Crus	Cruys
├bil	3	4	billycke	billyckheyt	billon
├alm	2	4	almede	almeede
├Als	1	4	Alsoo
├Dew	2	4	Dewyl	Dewyle
├117	4	4	11713.4.8	1170	117a
├tog	2	4	togen	togende
├War	2	4	Waren	Warga
├Kac	2	4	Kackyaly	Kackialj
├kie	3	4	kiesen	kiesende	kielhalen
├Jou┤	1	4	Jou
├üyt┤	1	4	üyt
├Hca	3	4	Hcasteel	Hcanael	Hcaliy
├Oul	4	4	Oulat	Oulatou	Oule
├fou	2	4	fouten	foulie
├Lok	1	4	Lokj
├dec	3	4	decksei	decadentie	deckmantel
├dru	4	4	druypstaertende	druckket	druppen
├Vri	2	4	Vries	Vriesse
├vaa	4	4	vaaluygb	vaarlhuych	vaatjes
├gam	3	4	gamelte	gamaetappelen	gamisoen
├aUe┤	1	4	aUe
├280┤	1	4	280
├voU	2	4	voUadingh	voUaden
├Bab	4	4	Baby	Babangh	Babauwa
├Lac	2	4	Lackos	Lacco
├Hsc	4	4	Hscheurbuyck	Hschynt	Hschryven
├vde	3	4	vdert	vderd	vderden
├ces	1	4	cesseren
├Ocl	1	4	Oclober
├Thi	4	4	Thindramata	Thidorees	Thidoor
├114	4	4	114271	1144915.19.11	114271:17
├800	1	4	8000
├pee┤	1	4	pee
├fra	4	4	fraude	fratres	fraye
├ori	4	4	originelen	orientaelsche	oriderteeckent
├Sum┤	1	4	Sum
├vec	4	4	vechtende	vechlenderhant	vechtenderhant
├(ae	1	4	(aen
├Oya┤	1	4	Oya
├add	3	4	addresse	addresseren	adderen
├172┤	1	4	172
├loc	3	4	locken	loco	locht
├cbi	2	4	cbits	cbiadder
├Hfl	1	4	Hfluytschip
├Let	1	4	Letchemaneyck
├106	4	4	10621	106813	1061
├Jaf	3	4	Jafianapatnam	Jaflanapatnam	Jaffanampatnam
├Bil	3	4	Biligam	Biligao	Billigam
├tbu	2	4	tbuynen	tbuys
├uit┤	1	4	uit
├rao	4	4	raoste	raont	raousson
├186┤	1	4	186
├116┤	1	4	116
├157	4	4	157957	157985:6	1579Vj
├ala	3	4	alamber	alarm	alaphalen
├182┤	1	4	182
├102┤	1	4	102
├342┤	1	4	342
├wra	4	4	wraren	wrack	wraeckgiericheyt
├cur	4	4	curieusheyt	curieus	curieuse
├Kee	1	4	Keey
├cno	2	4	cnoopen	cnopen
├207	4	4	2075	2072028	2070
├158	4	4	158969	1582	15800
├174	4	4	174688	1741	1746
├Pis	1	4	Piscadores
├rif	1	4	riff
├216	4	4	216481.9	216corge	2160
├Yis	1	4	Yisiapour
├hut	3	4	hutjeDs	hutten	hutgens
├Sac	2	4	Saccam	Sacara
├Boo	4	4	Boon	Boomgaerd	Bootsman
├opv	3	4	opvangen	opvolgen	opvaerende
├net	2	4	netten	nette
├bay┤	1	4	bay
├zeg	3	4	zegenen	zegel	zege
├eli	3	4	elide	eliphant	eliphanten
├Spi	3	4	Spiritus	Spieringh	Spiritu
├Ier┤	1	4	Ier
├Hon	4	4	Honcor	Honomoa	Hondert
├cae	4	4	caersen	caes	caerten
├gem┤	1	4	gem
├ler	3	4	lere	lerstont	lerugge
├'ge	4	4	'gebleven	'gepronunlieert	'gecregen
├MAS	3	4	MASSADJ	MASCARENHAS	MASCARINA
├CAM	3	4	CAMY	CAMMONNÖ	CAMBODJA
├244	4	4	244025	244S2	24406
├ris	1	4	risico
├dTo	2	4	dTortugesen	dTortugese
├Ghr	3	4	Ghristendom	Ghristenen	Ghristiaenshaven
├Kin	4	4	Kinocouin	Kinocouni	Kinvelaha
├dip	1	4	dippen
├180	3	4	18000	180432	1800
├320	2	4	32000	3200
├Far	2	4	Farimaya	Farera
├neu	4	4	neusbrillen	neuleraliteyt	neulerael
├310┤	1	4	310
├uae┤	1	4	uae
├Jor	2	4	Jortangh	Joris
├pec	4	4	peckcransen	peck	pecrlen
├aeu	4	4	aeunam	aeugenaem	aeuquamen
├127┤	1	4	127
├los┤	1	4	los
├smy	2	4	smyten	smyt
├Lad	2	4	Lada	Ladrones
├480┤	1	4	480
├Nie	2	4	Nieuw	Nieu
├Tap	3	4	Tapeneyeck	Tapy	Tapechindis
├dex	1	4	dexel
├inp	4	4	inpertinentien	inportaniie	inpertinent
├vea	3	4	veaermede	veaere	veas
├172	3	4	1729	1722	172356
├Tys	1	4	Tyssen
├vni	3	4	vniie	vnieren	vnindt
├opl	3	4	opleggende	opleggen	opliebbende
├Baw	1	4	Bawangh
├gut	1	4	gutta
├Was┤	1	4	Was
├kas	3	4	kassen	kasen	kasja
├190┤	1	4	190
├iVa┤	1	4	iVa
├Rio┤	1	4	Rio
├550┤	1	4	550
├Iwy	2	4	Iwyffel	Iwyffelen
├Caf	3	4	Caffers	Cafon	Caffialas
├giU	1	4	giUion
├hoc	3	4	hockins	hockyns	hoccum
├dVo	2	4	dVoors	dVoyagie
├vem	4	4	vemeemen	vemieut	vemeemende
├Pau┤	1	4	Pau
├acn	3	4	acnden	acnde	acngeslagen
├850┤	1	4	850
├Sua	4	4	Suares	Sualj	Suare
├Wam	2	4	Wamamme	Wamammers
├see┤	1	4	see
├tri	4	4	triumpbe	triuinphanie	triumph
├ama	4	4	amarauwen	amandis	amande
├Mew	2	4	Mewaet	Mewaétsen
├3^2┤	1	4	3^2
├hei┤	1	4	hei
├Sai	4	4	Saidy	Sainarangh	Saincto
├arp	2	4	arpuys	arpuis
├ady┤	1	4	ady
├erf	3	4	erff	erffgenamen	erflgenamen
├Wod	1	4	Woddon
├Wtr	1	4	Wtrecht
├Pel	3	4	Pellen	Pelten	Pelisa
├d*m	2	4	d*man	d*mayor
├mue	2	3	mueren	mueragie
├ped	1	3	pedangh
├dog	1	3	dogh
├aiï	3	3	aiïairen	aiïschielen	aiïkeer
├fls	1	3	flscael
├Max	3	3	Maximilaen	Maxmiliaen	Maximiliaen
├cni	3	3	cniyt	cniys	cniysende
├vul	1	3	vullen
├fab	3	3	fabriceren	faborabel	fabrycq
├Mis	3	3	Missive	Misstaschan	Misstasschan
├gli	3	3	glinsterende	glinsteren	glinstert
├thr	1	3	throon
├pur	3	3	purpre	purper	purge
├Tur	2	3	Turckse	Turcksen
├iss	1	3	isser
├(ni	1	3	(niet
├112┤	1	3	112
├bei	2	3	beier	beiren
├don┤	1	3	don
├(co	2	3	(comende	(corts
├(no	3	3	(nopende	(noch	(nomine
├Bov	1	3	Boven
├tec	1	3	tecomen
├106┤	1	3	106
├266	3	3	26661272	2662	26640
├opu	2	3	opulent	opulenten
├154	3	3	15401	1544	15426
├tie	3	3	tiert	tier	tientie
├sim	2	3	simpele	simpelyck
├zie	2	3	zielen	ziele
├111┤	1	3	111
├fle	3	3	fleur	fleren	flessen
├440┤	1	3	440
├Haf	3	3	Haffdack	Haffsenden	Haffbreecken
├cie	3	3	cierlycke	cieraet	cieeden
├iiy	2	3	iiyt	iiytvoerende
├Cil	2	3	Cillebhaer	Cillebaer
├Zur	1	3	Zuratta
├237	3	3	23748	2375	2372
├254	3	3	2544^/4	2548:12:13	2547
├omh	3	3	omhelsden	omhooge	omhetgeene
├Ino	3	3	Inoffamainesen	Inoffabawa	Inoye
├Ket	3	3	Ketjil	Keter	Ketra
├Pap	2	3	Papangers	Papecasa
├wet┤	1	3	wet
├Alo	1	3	Alonso
├Lol	3	3	Lolobj	Loliatto	Loloda
├Bol	3	3	Boleloa	Boleka	Bollac
├hit	3	3	hitsen	hitsige	hitte
├non	3	3	non-observantie	nonparesse	non-verschyninge
├Cau	3	3	Cauw	Caudisen	Cauloan
├suf	3	3	sufiQsant	sufflect	suflisant
├zyt┤	1	3	zyt
├omr	2	3	omringht	omrae
├wag	2	3	waght	wage
├flo	3	3	florisanter	florynen	floreeren
├ver┤	1	3	ver
├620┤	1	3	620
├doe┤	1	3	doe
├Pay	3	3	Payacha	Payo	Pays
├g^e	2	3	g^effectueert	g^en
├tev	3	3	teverdryven	teversetten	teverstrecken
├424	2	3	4240	42476:3:12
├eem	2	3	eemge	eem'ge
├Hem	2	3	Hemelvaerts	Hemel
├Kes	2	3	Kesio	Kesemachitty
├Heb	2	3	Hebbende	Hebben
├roy	2	3	royale	royalen
├144	3	3	14466.5.8	14454	14470
├Zut	1	3	Zutphen
├Olt	1	3	Oltens
├Alf	2	3	Alfourissen	Alfourisse
├geö	3	3	geöschapeert	geöxcuseert	geöyscht
├gat	1	3	gaten
├mah	3	3	mahoulis	mahay	mahoulies
├Rol	2	3	Rollepat	Rolche
├daa	3	3	daarop	daaronder	daar
├Sot	3	3	Sotello	Sotellos	Sotaoemt
